구분,발표처,제목,웹주소
지자체,전라북도 고창군,2016년 희망장학생(성적우수 고등학생) 선발 안내,"=HYPERLINK(""http://www.korea.go.kr/locgovNews/848163?&amp;pageIndex=6"")"
지자체,전라북도 고창군,제8회 서울대학교 자연과학대학 하계과학캠프 개최 안내,"=HYPERLINK(""http://www.korea.go.kr/locgovNews/848162?&amp;pageIndex=6"")"
지자체,전라북도 고창군,2016년 고창(서울·전주)장학숙 여름방학 중 입사생 모집 안내,"=HYPERLINK(""http://www.korea.go.kr/locgovNews/848161?&amp;pageIndex=6"")"
지자체,전라북도 고창군,"농촌개발대학 미래농업리더과 9,10회차 교육","=HYPERLINK(""http://www.korea.go.kr/locgovNews/848160?&amp;pageIndex=6"")"
지자체,전라북도 순창군,위해식품 긴급 회수알림(해밀두부(두부)),"=HYPERLINK(""http://www.korea.go.kr/locgovNews/848002?&amp;pageIndex=14"")"
지자체,제주특별자치도,“느네 조상들은 영 살았쩌”재일제주인 청소년 뿌리 찾기 나서,"=HYPERLINK(""http://www.korea.go.kr/locgovNews/848129?&amp;pageIndex=8"")"
지자체,제주특별자치도,사진·UCC 공모전 수상작품 보러오세요!!,"=HYPERLINK(""http://www.korea.go.kr/locgovNews/848128?&amp;pageIndex=8"")"
지자체,제주특별자치도,유해환경 꼼짝마!… 청소년 유해환경 집중단속 실시,"=HYPERLINK(""http://www.korea.go.kr/locgovNews/848127?&amp;pageIndex=8"")"
지자체,제주특별자치도,복지 사각지대 찾아 ‘현지 해결형’ 사회복지 실현한다,"=HYPERLINK(""http://www.korea.go.kr/locgovNews/848126?&amp;pageIndex=8"")"
지자체,제주특별자치도,"여름철 폭염, 홀로 사는 어르신 보호강화","=HYPERLINK(""http://www.korea.go.kr/locgovNews/848125?&amp;pageIndex=9"")"
지자체,제주특별자치도 서귀포시,발달장애인 공공후견지원사업 안내,"=HYPERLINK(""http://www.korea.go.kr/locgovNews/848159?&amp;pageIndex=6"")"
지자체,제주특별자치도 서귀포시,2016 인구교육 전문강사 양성과정 교육생 모집 안내,"=HYPERLINK(""http://www.korea.go.kr/locgovNews/848157?&amp;pageIndex=6"")"
지자체,제주특별자치도 서귀포시,생활권 주변 소나무재선충병 피해목(위험목) 제거 사업 시행 공고,"=HYPERLINK(""http://www.korea.go.kr/locgovNews/848145?&amp;pageIndex=7"")"
지자체,제주특별자치도 서귀포시,"청소년수련시설 운영인력(청소년지도사, 청소년성문화센터) 채용 재공고","=HYPERLINK(""http://www.korea.go.kr/locgovNews/848144?&amp;pageIndex=8"")"
지자체,충청남도,충남공익활동지원센터 직원 채용 공고,"=HYPERLINK(""http://www.korea.go.kr/locgovNews/847924?&amp;pageIndex=16"")"
지자체,충청남도 논산시,2016년 『논산시 여성자치대학』운영기관 공모 공고,"=HYPERLINK(""http://www.korea.go.kr/locgovNews/848208?&amp;pageIndex=4"")"
지자체,충청남도 서산시,제15회 서산해미읍성역사체험축제 행사기획 및 운영 용역 입찰 공고,"=HYPERLINK(""http://www.korea.go.kr/locgovNews/848203?&amp;pageIndex=4"")"
지자체,충청남도 서산시,2016년 농어촌의료서비스개선사업 골밀도 장비(BMD) 구입,"=HYPERLINK(""http://www.korea.go.kr/locgovNews/848202?&amp;pageIndex=4"")"
지자체,충청북도,무예마스터십 성공개최 충북지구JC 업무협약,"=HYPERLINK(""http://www.korea.go.kr/locgovNews/848185?&amp;pageIndex=5"")"
지자체,충청북도,이시종도지사 수해현장방문,"=HYPERLINK(""http://www.korea.go.kr/locgovNews/848184?&amp;pageIndex=5"")"
지자체,충청북도,충북도 생산적 일자리에 많이 참여해 주세요~,"=HYPERLINK(""http://www.korea.go.kr/locgovNews/848183?&amp;pageIndex=5"")"
지자체,충청북도 괴산군,용역수의견적제출안내공고(2016-248)-괴산군지역개발사업구역지정전략환경영향평가용역,"=HYPERLINK(""http://www.korea.go.kr/locgovNews/848052?&amp;pageIndex=12"")"
지자체,충청북도 청주시,2016년 7월 18일 부여 예정 자가용 자동차 등록번호입니다,"=HYPERLINK(""http://www.korea.go.kr/locgovNews/848060?&amp;pageIndex=12"")"
지자체,충청북도 청주시,8월 테마가 있는 엄마사랑듬뿍 이유식교실 운영 안내,"=HYPERLINK(""http://www.korea.go.kr/locgovNews/848059?&amp;pageIndex=12"")"
